key	character_skill_node_set_key	character_skill_key	faction_key	campaign_key	tier	indent	subculture	points_on_creation	required_num_parents	visible_in_ui
stephen_skill_tmb_tmb_king_innate_trait_2	stephen_skill_node_set_tmb_tomb_king_vampire	wh2_dlc09_skill_innate_tmb_eternal			1.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_3	stephen_skill_node_set_tmb_tomb_king_vampire	wh2_main_skill_innate_all_fleet_footed			2.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_4	stephen_skill_node_set_tmb_tomb_king_vampire	wh2_dlc09_skill_innate_tmb_scavenger			3.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_5	stephen_skill_node_set_tmb_tomb_king_vampire	wh2_main_skill_innate_all_disciplined			4.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_6	stephen_skill_node_set_tmb_tomb_king_vampire	wh2_main_skill_innate_all_strategist			5.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_7	stephen_skill_node_set_tmb_tomb_king_vampire	wh2_main_skill_innate_all_strong			6.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_8	stephen_skill_node_set_tmb_tomb_king_vampire	wh2_main_skill_innate_all_tactician			7.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_9	stephen_skill_node_set_tmb_tomb_king_vampire	wh2_main_skill_innate_all_tough			8.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_10	stephen_skill_node_set_tmb_tomb_king_vampire	wh2_main_skill_innate_vmp_dread_incarnate			9.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_11	stephen_skill_node_set_tmb_tomb_king_vampire	wh2_main_skill_innate_vmp_master_of_the_black_arts			10.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_grave_guard_cap	stephen_skill_node_set_tmb_tomb_king_vampire	stephen_skill_tmb_tomb_king_grave_guard_cap_increase			6.0	1.0		0	0	true
