key	character_skill_node_set_key	character_skill_key	faction_key	campaign_key	tier	indent	subculture	points_on_creation	required_num_parents	visible_in_ui
stephen_skill_tmb_tomb_king_grief_personal_0	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc09_skill_tmb_personal_base			0.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_grief_personal_1	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc09_skill_tmb_personal_conqueror			1.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_grief_personal_10	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc09_skill_tmb_personal_10_arkhan			10.0	2.0		0	4	true
stephen_skill_tmb_tomb_king_grief_personal_2	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc11_skill_all_lord_self_blade_master			2.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_grief_personal_3	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc11_skill_all_lord_self_hard_to_hit			3.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_grief_personal_4	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc11_skill_all_lord_self_self_indomitable			4.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_grief_personal_5	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc09_skill_tmb_personal_5			5.0	2.0		0	4	true
stephen_skill_tmb_tomb_king_grief_personal_6	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc11_skill_all_lord_self_wound-maker			6.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_grief_personal_7	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc11_skill_all_lord_self_full_plate_armour			7.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_grief_personal_8	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc11_skill_all_lord_self_devastating_charge			8.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_grief_personal_9	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc09_skill_tmb_personal_9			9.0	2.0		0	0	true
stephen_skill_tmb_arkhan_grief_misc_0	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc09_skill_tmb_tomb_king_returned_in_madness			7.0	0.0		0	0	true
stephen_skill_tmb_arkhan_grief_misc_1	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant			8.0	0.0		0	0	true
stephen_skill_tmb_arkhan_grief_misc_2	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir			9.0	0.0		0	0	true
stephen_skill_tmb_arkhan_grief_misc_3	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages			10.0	0.0		0	0	true
stephen_skill_tmb_dummy_immortality_tomb_king_grief	stephen_skill_node_set_tmb_tomb_king_grief	wh2_dlc09_skill_tmb_dummy_immortality			0.0	8.0		1	0	false
stephen_skill_tmb_tmb_king_hidden_title_grief	stephen_skill_node_set_tmb_tomb_king_grief	stephen_skill_tmb_tomb_king_title			1.0	8.0		1	0	false
stephen_skill_tmb_tomb_king_terror_army_0	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_lord_army_base			0.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_army_1	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_army_buff_basic_archers			1.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_army_10	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_army_buff_vet_infantry			10.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_army_11	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_army_buff_vet_structure			11.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_army_12	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_lord_rally_upgraded			12.0	4.0		0	1	true
stephen_skill_tmb_tomb_king_terror_army_2	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_army_buff_basic_infantry			2.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_army_3	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_army_buff_cav			3.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_army_4	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_army_buff_chariot			4.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_army_5	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_army_buff_structure_infantry			5.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_army_6	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_army_buff_elite_structure			6.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_army_7	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_lord_rally			7.0	4.0		0	5	true
stephen_skill_tmb_tomb_king_terror_army_8	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_army_buff_vet_archer			8.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_army_9	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_army_buff_vet_cav			9.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_terror_campaign_0	stephen_skill_node_set_tmb_tomb_king_terror	wh_main_skill_all_lord_campaign_route_marcher			0.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_terror_campaign_1	stephen_skill_node_set_tmb_tomb_king_terror	wh_main_skill_emp_lord_campaign_iron_disciplinarian			1.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_terror_campaign_10	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_self_defense			10.0	5.0		0	4	true
stephen_skill_tmb_tomb_king_terror_campaign_2	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_campaign_2			2.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_terror_campaign_3	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_campaign_3			3.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_terror_campaign_4	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_campaign_4			4.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_terror_campaign_5	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_campaign_5			5.0	5.0		0	4	true
stephen_skill_tmb_tomb_king_terror_campaign_6	stephen_skill_node_set_tmb_tomb_king_terror	wh_main_skill_all_lord_campaign_lightning_strike			6.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_terror_campaign_7	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_campaign_7			7.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_terror_campaign_8	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_campaign_8			8.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_terror_campaign_9	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_campaign_9			9.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_mount_terror_khemrian_warsphinx	stephen_skill_node_set_tmb_tomb_king_terror	stephen_skill_tmb_tomb_king_mount_warsphinx			1.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_mount_terror_skeletal_steed	stephen_skill_node_set_tmb_tomb_king_terror	stephen_skill_tmb_tomb_king_mount_steed			0.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_mount_terror_skeleton_chariot	stephen_skill_node_set_tmb_tomb_king_terror	stephen_skill_tmb_tomb_king_terror_mount_chariot			2.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_terror_personal_0	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_personal_base			0.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_terror_personal_1	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_personal_conqueror			1.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_terror_personal_10	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_personal_10_arkhan			10.0	2.0		0	4	true
stephen_skill_tmb_tomb_king_terror_personal_2	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc11_skill_all_lord_self_blade_master			2.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_terror_personal_3	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc11_skill_all_lord_self_hard_to_hit			3.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_terror_personal_4	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc11_skill_all_lord_self_self_indomitable			4.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_terror_personal_5	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_personal_5			5.0	2.0		0	4	true
stephen_skill_tmb_tomb_king_terror_personal_6	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc11_skill_all_lord_self_wound-maker			6.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_terror_personal_7	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc11_skill_all_lord_self_full_plate_armour			7.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_terror_personal_8	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc11_skill_all_lord_self_devastating_charge			8.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_terror_personal_9	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_personal_9			9.0	2.0		0	0	true
stephen_skill_tmb_arkhan_terror_misc_0	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_tomb_king_returned_in_madness			7.0	0.0		0	0	true
stephen_skill_tmb_arkhan_terror_misc_1	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant			8.0	0.0		0	0	true
stephen_skill_tmb_arkhan_terror_misc_2	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir			9.0	0.0		0	0	true
stephen_skill_tmb_arkhan_terror_misc_3	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages			10.0	0.0		0	0	true
stephen_skill_tmb_dummy_immortality_tomb_king_terror	stephen_skill_node_set_tmb_tomb_king_terror	wh2_dlc09_skill_tmb_dummy_immortality			0.0	8.0		1	0	false
stephen_skill_tmb_tmb_king_hidden_title_terror	stephen_skill_node_set_tmb_tomb_king_terror	stephen_skill_tmb_tomb_king_title			1.0	8.0		1	0	false
stephen_skill_tmb_tomb_king_madness_army_0	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_lord_army_base			0.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_army_1	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_army_buff_basic_archers			1.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_army_10	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_army_buff_vet_infantry			10.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_army_11	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_army_buff_vet_structure			11.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_army_12	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_lord_rally_upgraded			12.0	4.0		0	1	true
stephen_skill_tmb_tomb_king_madness_army_2	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_army_buff_basic_infantry			2.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_army_3	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_army_buff_cav			3.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_army_4	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_army_buff_chariot			4.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_army_5	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_army_buff_structure_infantry			5.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_army_6	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_army_buff_elite_structure			6.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_army_7	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_lord_rally			7.0	4.0		0	5	true
stephen_skill_tmb_tomb_king_madness_army_8	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_army_buff_vet_archer			8.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_army_9	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_army_buff_vet_cav			9.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_madness_campaign_0	stephen_skill_node_set_tmb_tomb_king_madness	wh_main_skill_all_lord_campaign_route_marcher			0.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_madness_campaign_1	stephen_skill_node_set_tmb_tomb_king_madness	wh_main_skill_emp_lord_campaign_iron_disciplinarian			1.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_madness_campaign_10	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_self_defense			10.0	5.0		0	4	true
stephen_skill_tmb_tomb_king_madness_campaign_2	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_campaign_2			2.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_madness_campaign_3	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_campaign_3			3.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_madness_campaign_4	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_campaign_4			4.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_madness_campaign_5	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_campaign_5			5.0	5.0		0	4	true
stephen_skill_tmb_tomb_king_madness_campaign_6	stephen_skill_node_set_tmb_tomb_king_madness	wh_main_skill_all_lord_campaign_lightning_strike			6.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_madness_campaign_7	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_campaign_7			7.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_madness_campaign_8	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_campaign_8			8.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_madness_campaign_9	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_campaign_9			9.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_mount_madness_khemrian_warsphinx	stephen_skill_node_set_tmb_tomb_king_madness	stephen_skill_tmb_tomb_king_mount_warsphinx			1.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_mount_madness_skeletal_steed	stephen_skill_node_set_tmb_tomb_king_madness	stephen_skill_tmb_tomb_king_mount_steed			0.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_mount_madness_skeleton_chariot	stephen_skill_node_set_tmb_tomb_king_madness	stephen_skill_tmb_tomb_king_madness_mount_chariot			2.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_madness_personal_0	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_personal_base			0.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_madness_personal_1	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_personal_conqueror			1.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_madness_personal_10	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_personal_10_arkhan			10.0	2.0		0	4	true
stephen_skill_tmb_tomb_king_madness_personal_2	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc11_skill_all_lord_self_blade_master			2.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_madness_personal_3	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc11_skill_all_lord_self_hard_to_hit			3.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_madness_personal_4	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc11_skill_all_lord_self_self_indomitable			4.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_madness_personal_5	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_personal_5			5.0	2.0		0	4	true
stephen_skill_tmb_tomb_king_madness_personal_6	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc11_skill_all_lord_self_wound-maker			6.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_madness_personal_7	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc11_skill_all_lord_self_full_plate_armour			7.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_madness_personal_8	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc11_skill_all_lord_self_devastating_charge			8.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_madness_personal_9	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_personal_9			9.0	2.0		0	0	true
stephen_skill_tmb_arkhan_madness_misc_0	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_tomb_king_returned_in_madness			7.0	0.0		0	0	true
stephen_skill_tmb_arkhan_madness_misc_1	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant			8.0	0.0		0	0	true
stephen_skill_tmb_arkhan_madness_misc_2	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir			9.0	0.0		0	0	true
stephen_skill_tmb_arkhan_madness_misc_3	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages			10.0	0.0		0	0	true
stephen_skill_tmb_dummy_immortality_tomb_king_madness	stephen_skill_node_set_tmb_tomb_king_madness	wh2_dlc09_skill_tmb_dummy_immortality			0.0	8.0		1	0	false
stephen_skill_tmb_tmb_king_hidden_title_madness	stephen_skill_node_set_tmb_tomb_king_madness	stephen_skill_tmb_tomb_king_title			1.0	8.0		1	0	false
stephen_skill_tmb_tomb_king_sacrament_army_0	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_lord_army_base			0.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_army_1	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_army_buff_basic_archers			1.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_army_10	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_army_buff_vet_infantry			10.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_army_11	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_army_buff_vet_structure			11.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_army_12	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_lord_rally_upgraded			12.0	4.0		0	1	true
stephen_skill_tmb_tomb_king_sacrament_army_2	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_army_buff_basic_infantry			2.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_army_3	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_army_buff_cav			3.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_army_4	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_army_buff_chariot			4.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_army_5	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_army_buff_structure_infantry			5.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_army_6	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_army_buff_elite_structure			6.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_army_7	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_lord_rally			7.0	4.0		0	5	true
stephen_skill_tmb_tomb_king_sacrament_army_8	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_army_buff_vet_archer			8.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_army_9	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_army_buff_vet_cav			9.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_campaign_0	stephen_skill_node_set_tmb_tomb_king_sacrament	wh_main_skill_all_lord_campaign_route_marcher			0.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_campaign_1	stephen_skill_node_set_tmb_tomb_king_sacrament	wh_main_skill_emp_lord_campaign_iron_disciplinarian			1.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_campaign_10	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_self_defense			10.0	5.0		0	4	true
stephen_skill_tmb_tomb_king_sacrament_campaign_2	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_campaign_2			2.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_campaign_3	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_campaign_3			3.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_campaign_4	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_campaign_4			4.0	5.0		0	0	true
