main_units_tables	36
unit	land_unit	num_men	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	is_naval	weight	recruitment_cost	upkeep_cost	create_time	campaign_cap	multiplayer_cost	multiplayer_cap	caste	prestige	additional_building_requirement	religion_requirement	recruitment_movie	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
steve_ark_rotting_leviathan	steve_ark_rotting_leviathan	5	wh_main_shp_transport	1	1	5	false	heavy	0	0	2	0	1100	0	monster	0					false	false	0	198765859	true		wh2_dlc11_vo_culture_Rotting_Leviathan	monster_generic	monster_generic	5	true	cst_rotting_leviathon		true	false		1900.0	100.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	0	false	false	
steve_ark_grave_guard_halberd	steve_ark_grave_guard_halberd	120	wh_main_shp_transport	1	1	120	false	heavy	0	0	1	0	2250	0	melee_infantry	0					false	false	0	198765866	true		wh_main_vo_culture_Skeleton	infantry_spear_halberd	infantry_spear_halberd	3	false	vamp_grave_guard		false	true		750.0	0.0	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
steve_ark_mortis_engine	steve_ark_mortis_engine	18	wh_main_shp_transport	1	1	18	false	heavy	0	0	1	0	800	0	chariot	0					false	false	0	198765867	true		wh_main_vo_culture_Vampire	magic_chariot	magic_chariot	4	true	default		true	false	composite_scene\porthole\mortis_engine_porthole_01.csc	1400.0	0.0	false	vo_culture_None	false	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	true	false	3	false	false	
steve_ark_tmb_liche_priest_vampire	steve_ark_tmb_liche_priest_vampire	1	wh_main_shp_transport	1	1	1	false	heavy	0	0	1	-1	1500	0	hero	0					false	false	0	198765880	true		wh2_dlc09_vo_culture_Tomb_Kings	wizard_death	wizard_death	0	true	tmb_general		true	false		300.0	0.0	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	true	false	2	false	false	
steve_ark_tmb_liche_priest_vampire_1	steve_ark_tmb_liche_priest_vampire_1	1	wh_main_shp_transport	1	1	1	false	heavy	0	0	1	-1	2200	0	hero	0					false	false	0	198765881	true		wh2_dlc09_vo_culture_Tomb_Kings	wizard_death_cavalry	wizard_death_cavalry	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	true	false		500.0	0.0	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	true	false	2	false	false	
steve_ark_zmb_gunner_mob	steve_ark_zmb_gunner_mob	120	wh_main_shp_transport	1	1	120	false	light	0	0	1	0	300	0	missile_infantry	0					false	false	0	198765882	true		wh2_dlc11_vo_culture_Vampire_Coast	wh2_dlc11_cst_missile_pistol	wh2_dlc11_cst_missile_pistol	1	false	default		false	true		300.0	0.0	false	vo_culture_None	false	wh2_dlc11_vo_actor_VampireCoast_Zombie_Mob	0	true	false	6	false	false	
steve_ark_zmb_handgunner_mob	steve_ark_zmb_handgunner_mob	120	wh_main_shp_transport	1	1	120	false	light	0	0	1	0	550	0	missile_infantry	0					false	false	0	198765883	true		wh2_dlc11_vo_culture_Vampire_Coast	missile_infantry_rifle	missile_infantry_rifle	2	false	default		false	true		400.0	0.0	false	vo_culture_None	false	wh2_dlc11_vo_actor_VampireCoast_Zombie_Mob	0	true	false	6	false	false	
steve_ark_prometheans_gunnery_mob	steve_ark_prometheans_gunnery_mob	24	wh_main_shp_transport	1	1	24	false	medium	0	0	2	0	1350	0	monstrous_infantry	0					false	false	0	198765884	true		wh2_dlc11_vo_culture_Rotting_Prometheans	wh2_dlc11_cst_promethean_missile	wh2_dlc11_cst_promethean_missile	4	false	default		false	true	composite_scene\porthole\cst_zombie_gunnery_rider_porthole_idle_01.csc	1013.0	337.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	true	true	4	false	false	
steve_ark_nagashizzar_guard	steve_ark_nagashizzar_guard	120	wh_main_shp_transport	1	1	120	false	heavy	0	0	1	0	1000	0	melee_infantry	0					false	false	0	198765885	true		wh_main_vo_culture_Skeleton	infantry_sword	infantry_sword	3	false	vamp_grave_guard		false	true		750.0	0.0	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	0	false	false	
steve_ark_skeleton_spearmen	steve_ark_skeleton_spearmen	160	wh_main_shp_transport	1	1	160	false	heavy	0	0	1	-1	350	0	melee_infantry	0					false	false	0	198765886	true		wh2_dlc09_vo_culture_Tomb_Kings	infantry_spear	infantry_spear	1	false	tmb_skeleton_warriors		false	true		325.0	0.0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
steve_ark_skeleton_warriors	steve_ark_skeleton_warriors	160	wh_main_shp_transport	1	1	160	false	heavy	0	0	1	-1	325	0	melee_infantry	0					false	false	0	198765887	true		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	infantry_sword	1	false	tmb_skeleton_warriors		false	true		300.0	0.0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
steve_ark_skeleton_archers	steve_ark_skeleton_archers	120	wh_main_shp_transport	1	1	120	false	light	0	0	1	0	475	0	missile_infantry	0					false	false	0	198765888	true		wh2_dlc09_vo_culture_Tomb_Kings	missile_infantry_bow	missile_infantry_bow	1	false	tmb_tomb_guard		false	true		48.0	432.0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	true	false	6	false	false	
