parent_key	child_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
stephen_skill_tmb_tomb_king_grief_campaign_0	stephen_skill_tmb_tomb_king_grief_campaign_3	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_0	stephen_skill_tmb_tomb_king_grief_campaign_4	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_1	stephen_skill_tmb_tomb_king_grief_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_2	stephen_skill_tmb_tomb_king_grief_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_3	stephen_skill_tmb_tomb_king_grief_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_4	stephen_skill_tmb_tomb_king_grief_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_5	stephen_skill_tmb_tomb_king_grief_campaign_6	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_5	stephen_skill_tmb_tomb_king_grief_campaign_7	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_5	stephen_skill_tmb_tomb_king_grief_campaign_8	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_5	stephen_skill_tmb_tomb_king_grief_campaign_9	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_6	stephen_skill_tmb_tomb_king_grief_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_7	stephen_skill_tmb_tomb_king_grief_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_8	stephen_skill_tmb_tomb_king_grief_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_campaign_9	stephen_skill_tmb_tomb_king_grief_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_0	stephen_skill_tmb_tomb_king_grief_personal_1	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_0	stephen_skill_tmb_tomb_king_grief_personal_2	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_0	stephen_skill_tmb_tomb_king_grief_personal_3	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_0	stephen_skill_tmb_tomb_king_grief_personal_4	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_1	stephen_skill_tmb_tomb_king_grief_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_2	stephen_skill_tmb_tomb_king_grief_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_3	stephen_skill_tmb_tomb_king_grief_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_4	stephen_skill_tmb_tomb_king_grief_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_5	stephen_skill_tmb_tomb_king_grief_personal_6	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_5	stephen_skill_tmb_tomb_king_grief_personal_7	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_5	stephen_skill_tmb_tomb_king_grief_personal_8	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_5	stephen_skill_tmb_tomb_king_grief_personal_9	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_6	stephen_skill_tmb_tomb_king_grief_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_7	stephen_skill_tmb_tomb_king_grief_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_8	stephen_skill_tmb_tomb_king_grief_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_grief_personal_9	stephen_skill_tmb_tomb_king_grief_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_army_0	stephen_skill_tmb_tomb_king_terror_army_1	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_army_0	stephen_skill_tmb_tomb_king_terror_army_2	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_army_0	stephen_skill_tmb_tomb_king_terror_army_3	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_army_0	stephen_skill_tmb_tomb_king_terror_army_4	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_army_0	stephen_skill_tmb_tomb_king_terror_army_5	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_army_0	stephen_skill_tmb_tomb_king_terror_army_6	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_army_10	stephen_skill_tmb_tomb_king_terror_army_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_army_11	stephen_skill_tmb_tomb_king_terror_army_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_army_1	stephen_skill_tmb_tomb_king_terror_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_army_2	stephen_skill_tmb_tomb_king_terror_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_army_3	stephen_skill_tmb_tomb_king_terror_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_army_4	stephen_skill_tmb_tomb_king_terror_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_army_5	stephen_skill_tmb_tomb_king_terror_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_army_6	stephen_skill_tmb_tomb_king_terror_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_army_7	stephen_skill_tmb_tomb_king_terror_army_10	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_army_7	stephen_skill_tmb_tomb_king_terror_army_11	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_army_7	stephen_skill_tmb_tomb_king_terror_army_8	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_army_7	stephen_skill_tmb_tomb_king_terror_army_9	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_army_8	stephen_skill_tmb_tomb_king_terror_army_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_army_9	stephen_skill_tmb_tomb_king_terror_army_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_0	stephen_skill_tmb_tomb_king_terror_campaign_1	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_0	stephen_skill_tmb_tomb_king_terror_campaign_2	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_0	stephen_skill_tmb_tomb_king_terror_campaign_3	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_0	stephen_skill_tmb_tomb_king_terror_campaign_4	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_1	stephen_skill_tmb_tomb_king_terror_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_2	stephen_skill_tmb_tomb_king_terror_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_3	stephen_skill_tmb_tomb_king_terror_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_4	stephen_skill_tmb_tomb_king_terror_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_5	stephen_skill_tmb_tomb_king_terror_campaign_6	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_5	stephen_skill_tmb_tomb_king_terror_campaign_7	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_5	stephen_skill_tmb_tomb_king_terror_campaign_8	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_5	stephen_skill_tmb_tomb_king_terror_campaign_9	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_6	stephen_skill_tmb_tomb_king_terror_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_7	stephen_skill_tmb_tomb_king_terror_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_8	stephen_skill_tmb_tomb_king_terror_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_campaign_9	stephen_skill_tmb_tomb_king_terror_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_0	stephen_skill_tmb_tomb_king_terror_personal_1	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_0	stephen_skill_tmb_tomb_king_terror_personal_2	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_0	stephen_skill_tmb_tomb_king_terror_personal_3	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_0	stephen_skill_tmb_tomb_king_terror_personal_4	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_1	stephen_skill_tmb_tomb_king_terror_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_2	stephen_skill_tmb_tomb_king_terror_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_3	stephen_skill_tmb_tomb_king_terror_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_4	stephen_skill_tmb_tomb_king_terror_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_5	stephen_skill_tmb_tomb_king_terror_personal_6	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_5	stephen_skill_tmb_tomb_king_terror_personal_7	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_5	stephen_skill_tmb_tomb_king_terror_personal_8	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_5	stephen_skill_tmb_tomb_king_terror_personal_9	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_6	stephen_skill_tmb_tomb_king_terror_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_7	stephen_skill_tmb_tomb_king_terror_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_8	stephen_skill_tmb_tomb_king_terror_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_terror_personal_9	stephen_skill_tmb_tomb_king_terror_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_army_0	stephen_skill_tmb_tomb_king_madness_army_1	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_army_0	stephen_skill_tmb_tomb_king_madness_army_2	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_army_0	stephen_skill_tmb_tomb_king_madness_army_3	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_army_0	stephen_skill_tmb_tomb_king_madness_army_4	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_army_0	stephen_skill_tmb_tomb_king_madness_army_5	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_army_0	stephen_skill_tmb_tomb_king_madness_army_6	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_army_10	stephen_skill_tmb_tomb_king_madness_army_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_army_11	stephen_skill_tmb_tomb_king_madness_army_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_army_1	stephen_skill_tmb_tomb_king_madness_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_army_2	stephen_skill_tmb_tomb_king_madness_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_army_3	stephen_skill_tmb_tomb_king_madness_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_army_4	stephen_skill_tmb_tomb_king_madness_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_army_5	stephen_skill_tmb_tomb_king_madness_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_army_6	stephen_skill_tmb_tomb_king_madness_army_7	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_army_7	stephen_skill_tmb_tomb_king_madness_army_10	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_army_7	stephen_skill_tmb_tomb_king_madness_army_11	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_army_7	stephen_skill_tmb_tomb_king_madness_army_8	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_army_7	stephen_skill_tmb_tomb_king_madness_army_9	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_army_8	stephen_skill_tmb_tomb_king_madness_army_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_army_9	stephen_skill_tmb_tomb_king_madness_army_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_0	stephen_skill_tmb_tomb_king_madness_campaign_1	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_0	stephen_skill_tmb_tomb_king_madness_campaign_2	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_0	stephen_skill_tmb_tomb_king_madness_campaign_3	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_0	stephen_skill_tmb_tomb_king_madness_campaign_4	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_1	stephen_skill_tmb_tomb_king_madness_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_2	stephen_skill_tmb_tomb_king_madness_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_3	stephen_skill_tmb_tomb_king_madness_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_4	stephen_skill_tmb_tomb_king_madness_campaign_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_5	stephen_skill_tmb_tomb_king_madness_campaign_6	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_5	stephen_skill_tmb_tomb_king_madness_campaign_7	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_5	stephen_skill_tmb_tomb_king_madness_campaign_8	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_5	stephen_skill_tmb_tomb_king_madness_campaign_9	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_6	stephen_skill_tmb_tomb_king_madness_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_7	stephen_skill_tmb_tomb_king_madness_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_8	stephen_skill_tmb_tomb_king_madness_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_campaign_9	stephen_skill_tmb_tomb_king_madness_campaign_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_0	stephen_skill_tmb_tomb_king_madness_personal_1	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_0	stephen_skill_tmb_tomb_king_madness_personal_2	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_0	stephen_skill_tmb_tomb_king_madness_personal_3	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_0	stephen_skill_tmb_tomb_king_madness_personal_4	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_1	stephen_skill_tmb_tomb_king_madness_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_2	stephen_skill_tmb_tomb_king_madness_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_3	stephen_skill_tmb_tomb_king_madness_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_4	stephen_skill_tmb_tomb_king_madness_personal_5	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_5	stephen_skill_tmb_tomb_king_madness_personal_6	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_5	stephen_skill_tmb_tomb_king_madness_personal_7	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_5	stephen_skill_tmb_tomb_king_madness_personal_8	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_5	stephen_skill_tmb_tomb_king_madness_personal_9	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_6	stephen_skill_tmb_tomb_king_madness_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_7	stephen_skill_tmb_tomb_king_madness_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_8	stephen_skill_tmb_tomb_king_madness_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_madness_personal_9	stephen_skill_tmb_tomb_king_madness_personal_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
stephen_skill_tmb_tomb_king_sacrament_army_0	stephen_skill_tmb_tomb_king_sacrament_army_1	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_sacrament_army_0	stephen_skill_tmb_tomb_king_sacrament_army_2	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_sacrament_army_0	stephen_skill_tmb_tomb_king_sacrament_army_3	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_sacrament_army_0	stephen_skill_tmb_tomb_king_sacrament_army_4	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_sacrament_army_0	stephen_skill_tmb_tomb_king_sacrament_army_5	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_sacrament_army_0	stephen_skill_tmb_tomb_king_sacrament_army_6	0	1	1	0.0	0.0	REQUIRED
stephen_skill_tmb_tomb_king_sacrament_army_10	stephen_skill_tmb_tomb_king_sacrament_army_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
