character_skill_key	level	effect_key	value	effect_scope
stephen_skill_tmb_tmb_king_innate_trait_3	1	skill_arkhan_lord_passive_aoe_rampage_enable	1.0	character_to_character_own
stephen_skill_tmb_tmb_king_innate_trait_3	1	wh_dlc08_effect_ability_enable_frenzy	1.0	character_to_character_own
stephen_skill_tmb_tmb_king_innate_trait_3	1	wh_main_effect_force_all_campaign_raid_income	15.0	general_to_force_own
stephen_skill_tmb_tmb_king_innate_trait_3	1	wh_main_effect_force_all_campaign_sacking_income	15.0	general_to_force_own
stephen_skill_tmb_tmb_king_innate_trait_3	1	wh_main_effect_religion_conversion_undeath	2.0	character_to_character_own
stephen_skill_tmb_tmb_king_innate_trait_4	1	wh2_main_effect_grant_immortality_lord	1.0	character_to_character_own
stephen_skill_tmb_tmb_king_innate_trait_4	1	stephen_soulblight_enable	1.0	character_to_character_own
stephen_skill_tmb_tmb_king_innate_trait_4	1	wh2_dlc09_effect_magic_death_enable_spirit_leech_bound	1.0	character_to_character_own
stephen_skill_tmb_tmb_king_innate_trait_4	1	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	10.0	general_to_force_own
stephen_skill_tmb_tmb_king_innate_trait_4	1	stephen_tomb_king_raise_dead_enable	1.0	character_to_character_own
stephen_skill_tmb_tmb_king_innate_trait_4	1	wh_main_effect_character_stat_mod_ward_save_magic	10.0	general_to_force_own
stephen_skill_tmb_tmb_king_innate_trait_4	1	wh_main_effect_religion_conversion_undeath	2.0	character_to_character_own
stephen_skill_tmb_unique_taint_of_nagash	1	wh_main_effect_force_all_campaign_post_battle_loot_mod	15.0	character_to_character_own
stephen_skill_tmb_unique_taint_of_nagash	1	wh_main_effect_agent_action_success_chance_enemy_skill	-1.0	character_to_character_own
stephen_skill_tmb_unique_taint_of_nagash	1	wh_main_effect_agent_action_success_chance_skill	1.0	character_to_character_own
stephen_skill_tmb_unique_taint_of_nagash	1	wh2_dlc15_effect_ability_enable_bound_gaze_of_nagash	1.0	character_to_character_own
stephen_skill_tmb_tomb_king_unique_hunger_power	1	wh_main_effect_ability_enable_the_hunger	1.0	character_to_character_own
stephen_skill_tmb_tomb_king_unique_hunger_power	1	wh_main_effect_agent_action_success_chance_enemy_skill	-1.0	character_to_character_own
stephen_skill_tmb_tomb_king_unique_hunger_power	1	wh_main_effect_agent_action_success_chance_skill	1.0	character_to_character_own
stephen_skill_tmb_tomb_king_unique_hunger_power	1	wh2_dlc15_effect_ability_enable_bound_wind_of_death	1.0	character_to_character_own
stephen_skill_tmb_tomb_king_unique_desecration	1	wh_main_effect_agent_action_success_chance_enemy_skill	-1.0	character_to_character_own
stephen_skill_tmb_tomb_king_unique_desecration	1	wh_main_effect_agent_action_success_chance_skill	1.0	character_to_character_own
stephen_skill_tmb_tomb_king_unique_desecration	1	tech_arkhan_enable_army_ability_rain_of_souls	1.0	general_to_force_own
