character_skill_level_to_effects_junctions_tables	1
character_skill_key	level	effect_key	value	effect_scope
the_rise_of_nagash_skilldump_1	14	wh2_dlc09_pooled_resource_canopic_jars_characters	10.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_1	14	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_1	15	wh2_dlc09_pooled_resource_canopic_jars_characters	10.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_1	15	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_1	16	wh2_dlc09_pooled_resource_canopic_jars_characters	10.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_1	16	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_1	17	wh2_dlc09_pooled_resource_canopic_jars_characters	10.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_1	17	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_1	18	wh2_dlc09_pooled_resource_canopic_jars_characters	10.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_1	18	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_1	19	wh2_dlc09_pooled_resource_canopic_jars_characters	10.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_1	19	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_1	20	wh2_dlc09_pooled_resource_canopic_jars_characters	10.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_1	20	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	1	wh_main_effect_character_stat_mod_personal_aura_size	1.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	1	wh_main_effect_agent_action_success_chance_enemy_skill	-1.0	character_to_character_own
the_rise_of_nagash_skilldump_2	2	wh_main_effect_character_stat_mod_personal_aura_size	2.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	2	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	3	wh_main_effect_character_stat_mod_personal_aura_size	3.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	3	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	4	wh_main_effect_character_stat_mod_personal_aura_size	4.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	4	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	5	wh_main_effect_character_stat_mod_personal_aura_size	5.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	5	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	6	wh_main_effect_character_stat_mod_personal_aura_size	6.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	6	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	7	wh_main_effect_character_stat_mod_personal_aura_size	7.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	7	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	8	wh_main_effect_character_stat_mod_personal_aura_size	8.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	8	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	9	wh_main_effect_character_stat_mod_personal_aura_size	9.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	9	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	10	wh_main_effect_character_stat_mod_personal_aura_size	10.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	10	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	11	wh_main_effect_character_stat_mod_personal_aura_size	11.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	11	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	12	wh_main_effect_character_stat_mod_personal_aura_size	12.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	12	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	13	wh_main_effect_character_stat_mod_personal_aura_size	13.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	13	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	14	wh_main_effect_character_stat_mod_personal_aura_size	14.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	14	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	15	wh_main_effect_character_stat_mod_personal_aura_size	15.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	15	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	16	wh_main_effect_character_stat_mod_personal_aura_size	16.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	16	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	17	wh_main_effect_character_stat_mod_personal_aura_size	17.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	17	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	18	wh_main_effect_character_stat_mod_personal_aura_size	18.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	18	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	19	wh_main_effect_character_stat_mod_personal_aura_size	19.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	19	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
the_rise_of_nagash_skilldump_2	20	wh_main_effect_character_stat_mod_personal_aura_size	20.0	character_to_faction_unseen
the_rise_of_nagash_skilldump_2	20	wh_main_effect_agent_action_success_chance_enemy_skill	-2.0	character_to_character_own
