slot_template_to_building_superchain_junctions_tables	0
1142562004	minor_secondary_spices_vor_sea_of_dread_tower_of_the_sun	arkhan_minor_walls
1142562005	minor_secondary_vor_the_chill_road_atorak	arkhan_minor_walls
1142562173	major_norsca_vor_aghol_wastelands_fortress_of_the_damned	arkhan_vmp_great_necropolis
1142562174	major_norsca_vor_ironfrost_glacier_bear_isle	arkhan_vmp_great_necropolis
1142562175	major_secondary_vor_ashen_coast_scarpels_lair	arkhan_vmp_great_necropolis
1142562176	major_secondary_vor_cobra_pass_vulture_mountain	arkhan_vmp_great_necropolis
1142562177	major_secondary_vor_copper_desert_the_forgotten_isles	arkhan_vmp_great_necropolis
1142562178	major_secondary_vor_culchan_plains_kaiax	arkhan_vmp_great_necropolis
1142562179	major_secondary_vor_deadwood_the_frozen_city	arkhan_vmp_great_necropolis
1142562180	major_secondary_vor_land_of_assassins_palace_of_the_wizard_caliph	arkhan_vmp_great_necropolis
1142562181	major_secondary_vor_northern_spine_of_sotek_hualotal	arkhan_vmp_great_necropolis
1142562182	major_secondary_vor_red_desert_drackla_spire	arkhan_vmp_great_necropolis
1142562183	major_secondary_vor_scorpion_coast_temple_of_tlencan	arkhan_vmp_great_necropolis
1142562184	major_secondary_vor_shifting_mangrove_coastline_teotiqua	arkhan_vmp_great_necropolis
1142562185	major_secondary_vor_southern_great_jungle_gwakmol_crater	arkhan_vmp_great_necropolis
1142562186	major_secondary_vor_southern_yvresse_elessaeli	arkhan_vmp_great_necropolis
1142562187	major_secondary_vor_the_black_coast_bleak_hold_fortress	arkhan_vmp_great_necropolis
1142562188	major_secondary_vor_the_capes_citadel_of_dusk	arkhan_vmp_great_necropolis
1142562189	major_secondary_vor_the_forbidden_jungle_sentinels_of_xeti	arkhan_vmp_great_necropolis
1142562190	major_secondary_vor_the_jungles_of_the_gods_tor_surpindar	arkhan_vmp_great_necropolis
1142562191	major_secondary_vor_the_red_rivers_cuexotl	arkhan_vmp_great_necropolis
1142562192	major_norsca_vor_aghol_wastelands_fortress_of_the_damned	arkhan_vmp_fell_tree
1142562193	major_norsca_vor_ironfrost_glacier_bear_isle	arkhan_vmp_fell_tree
1142562194	major_secondary_vor_ashen_coast_scarpels_lair	arkhan_vmp_fell_tree
1142562195	major_secondary_vor_cobra_pass_vulture_mountain	arkhan_vmp_fell_tree
1142562196	major_secondary_vor_copper_desert_the_forgotten_isles	arkhan_vmp_fell_tree
1142562197	major_secondary_vor_culchan_plains_kaiax	arkhan_vmp_fell_tree
1142562198	major_secondary_vor_deadwood_the_frozen_city	arkhan_vmp_fell_tree
1142562199	major_secondary_vor_land_of_assassins_palace_of_the_wizard_caliph	arkhan_vmp_fell_tree
1142562200	major_secondary_vor_northern_spine_of_sotek_hualotal	arkhan_vmp_fell_tree
1142562201	major_secondary_vor_red_desert_drackla_spire	arkhan_vmp_fell_tree
1142562202	major_secondary_vor_scorpion_coast_temple_of_tlencan	arkhan_vmp_fell_tree
1142562203	major_secondary_vor_shifting_mangrove_coastline_teotiqua	arkhan_vmp_fell_tree
1142562204	major_secondary_vor_southern_great_jungle_gwakmol_crater	arkhan_vmp_fell_tree
1142562205	major_secondary_vor_southern_yvresse_elessaeli	arkhan_vmp_fell_tree
1142562206	major_secondary_vor_the_black_coast_bleak_hold_fortress	arkhan_vmp_fell_tree
1142562207	major_secondary_vor_the_capes_citadel_of_dusk	arkhan_vmp_fell_tree
1142562208	major_secondary_vor_the_forbidden_jungle_sentinels_of_xeti	arkhan_vmp_fell_tree
1142562209	major_secondary_vor_the_jungles_of_the_gods_tor_surpindar	arkhan_vmp_fell_tree
1142562210	major_secondary_vor_the_red_rivers_cuexotl	arkhan_vmp_fell_tree
1142562211	minor_norsca_vor_aghol_wastelands_palace_of_princes	arkhan_vmp_balefire
1142562212	minor_norsca_vor_aghol_wastelands_the_palace_of_ruin	arkhan_vmp_balefire
1142562213	minor_norsca_vor_albion_troll_fjord	arkhan_vmp_balefire
1142562214	minor_norsca_vor_ironfrost_glacier_dagraks_end	arkhan_vmp_balefire
1142562215	minor_norsca_vor_ironfrost_glacier_ironfrost	arkhan_vmp_balefire
1142562216	minor_norsca_vor_ironfrost_glacier_mung_encampment	arkhan_vmp_balefire
1142562217	minor_secondary_vor_ashen_coast_titan_peak	arkhan_vmp_balefire
1142562218	minor_secondary_vor_ashen_coast_tyrant_peak	arkhan_vmp_balefire
1142562219	minor_secondary_vor_avelorn_evershale	arkhan_vmp_balefire
1142562220	minor_secondary_vor_caledor_tor_sethai	arkhan_vmp_balefire
1142562221	minor_secondary_vor_central_spine_of_sotek_caverns_of_the_great_bat	arkhan_vmp_balefire
1142562222	minor_secondary_vor_chrace_tor_gard	arkhan_vmp_balefire
1142562223	minor_secondary_vor_coast_of_squalls_monument_of_the_sun	arkhan_vmp_balefire
1142562224	minor_secondary_vor_coasts_of_the_lustrian_gulf_the_night_forest	arkhan_vmp_balefire
1142562225	minor_secondary_vor_cothique_mistnar	arkhan_vmp_balefire
1142562226	minor_secondary_vor_culchan_plains_the_hissing_god	arkhan_vmp_balefire
1142562227	minor_secondary_vor_culchan_plains_the_southern_sentinels	arkhan_vmp_balefire
1142562228	minor_secondary_vor_deadwood_shagrath	arkhan_vmp_balefire
1142562229	minor_secondary_vor_ellyrion_the_arc_span	arkhan_vmp_balefire
1142562230	minor_secondary_vor_forest_of_the_viper_chotecs_causeway	arkhan_vmp_balefire
1142562231	minor_secondary_vor_headhunters_jungle_marks_of_the_old_ones	arkhan_vmp_balefire
1142562232	minor_secondary_vor_iron_mountains_rackdo_gorge	arkhan_vmp_balefire
1142562233	minor_secondary_vor_iron_mountains_shroktak_mount	arkhan_vmp_balefire
1142562234	minor_secondary_vor_isthmus_of_lustria_monolith_of_fallen_gods	arkhan_vmp_balefire
1142562235	minor_secondary_vor_jungle_of_pahualaxa_monument_of_the_moon	arkhan_vmp_balefire
1142562236	minor_secondary_vor_jungles_of_green_mist_pillars_of_unseen_constellations	arkhan_vmp_balefire
1142562237	minor_secondary_vor_kingdom_of_beasts_serpent_coast	arkhan_vmp_balefire
1142562238	minor_secondary_vor_land_of_assassins_lashiek	arkhan_vmp_balefire
1142562239	minor_secondary_vor_land_of_the_dervishes_elven_ruins	arkhan_vmp_balefire
1142562240	minor_secondary_vor_mosquito_swamps_tlax	arkhan_vmp_balefire
1142562241	minor_secondary_vor_nagarythe_tor_dranil	arkhan_vmp_balefire
1142562242	minor_secondary_vor_naggarond_har_kaldra	arkhan_vmp_balefire
1142562243	minor_secondary_vor_northern_great_jungle_quittax	arkhan_vmp_balefire
1142562244	minor_secondary_vor_northern_spine_of_sotek_monument_of_izzatal	arkhan_vmp_balefire
1142562245	minor_secondary_vor_northern_yvresse_tralinia	arkhan_vmp_balefire
1142562246	minor_secondary_vor_obsidian_peaks_ice_rock_gorge	arkhan_vmp_balefire
1142562247	minor_secondary_vor_obsidian_peaks_temple_of_addaioth	arkhan_vmp_balefire
1142562248	minor_secondary_vor_plain_of_spiders_pits_of_zardok	arkhan_vmp_balefire
1142562249	minor_secondary_vor_saphery_port_elistor	arkhan_vmp_balefire
1142562250	minor_secondary_vor_sea_of_dread_tower_of_the_stars	arkhan_vmp_balefire
1142562251	minor_secondary_vor_settlers_coast_port_reaver	arkhan_vmp_balefire
1142562252	minor_secondary_vor_shadow_wood_circle_of_destruction	arkhan_vmp_balefire
1142562253	minor_secondary_vor_shadow_wood_daldrachs_lair	arkhan_vmp_balefire
1142562254	minor_secondary_vor_shifting_sands_antoch	arkhan_vmp_balefire
1142562255	minor_secondary_vor_southern_great_jungle_mortuary_of_tzulaqua	arkhan_vmp_balefire
1142562256	minor_secondary_vor_southern_great_jungle_xhotl	arkhan_vmp_balefire
1142562257	minor_secondary_vor_southern_jungles_dawns_light	arkhan_vmp_balefire
1142562258	minor_secondary_vor_southern_yvresse_shrine_of_loec	arkhan_vmp_balefire
1142562259	minor_secondary_vor_southlands_world_edge_mountains_lost_plateau	arkhan_vmp_balefire
1142562260	minor_secondary_vor_the_black_coast_arnheim	arkhan_vmp_balefire
1142562261	minor_secondary_vor_the_black_flood_storag_kor	arkhan_vmp_balefire
1142562262	minor_secondary_vor_the_black_flood_temple_of_khaine	arkhan_vmp_balefire
1142562263	minor_secondary_vor_the_broken_land_blacklight_tower	arkhan_vmp_balefire
1142562264	minor_secondary_vor_the_broken_land_slavers_point	arkhan_vmp_balefire
1142562265	minor_secondary_vor_the_capes_tip_of_lustria	arkhan_vmp_balefire
1142562266	minor_secondary_vor_the_chill_road_the_great_arena	arkhan_vmp_balefire
1142562267	minor_secondary_vor_the_clawed_coast_the_twisted_glade	arkhan_vmp_balefire
1142562268	minor_secondary_vor_the_creeping_jungle_temple_of_kara	arkhan_vmp_balefire
1142562269	minor_secondary_vor_the_dragon_isles_isle_of_the_crimson_skull	arkhan_vmp_balefire
1142562270	minor_secondary_vor_the_great_desert_pools_of_despair	arkhan_vmp_balefire
1142562271	minor_secondary_vor_the_lost_valleys_the_sentinel_of_time	arkhan_vmp_balefire
1142562272	minor_secondary_vor_the_red_rivers_soteks_trail	arkhan_vmp_balefire
1142562273	minor_secondary_vor_the_road_of_skulls_kauark	arkhan_vmp_balefire
1142562274	minor_secondary_vor_the_road_of_skulls_the_black_pillar	arkhan_vmp_balefire
1142562275	minor_secondary_vor_the_turtle_isles_golden_ziggurat	arkhan_vmp_balefire
1142562276	minor_secondary_vor_tiranoc_salvation_isle	arkhan_vmp_balefire
1142562277	minor_secondary_vor_western_jungles_statues_of_the_gods	arkhan_vmp_balefire
1142562278	major_secondary_animals_vor_the_turtle_isles_great_turtle_isle	arkhan_vmp_balefire
1142562279	minor_secondary_animals_vor_caledor_caledors_repose	arkhan_vmp_balefire
1142562280	minor_secondary_animals_vor_grey_guardians_sulpharets	arkhan_vmp_balefire
1142562281	minor_secondary_animals_vor_iron_mountains_cragroth_deep	arkhan_vmp_balefire
1142562282	minor_secondary_animals_vor_river_qurveza_mouth_of_qurveza	arkhan_vmp_balefire
1142562283	minor_secondary_animals_vor_southlands_world_edge_mountains_mount_arachnos	arkhan_vmp_balefire
1142562284	minor_secondary_animals_vor_volcanic_islands_fuming_serpent	arkhan_vmp_balefire
1142562285	major_secondary_dyes_vor_land_of_the_dervishes_el-kalabad	arkhan_vmp_balefire
1142562286	major_secondary_dyes_vor_obsidian_peaks_keshta_vault	arkhan_vmp_balefire
1142562287	minor_secondary_dyes_vor_southern_yvresse_cairn_thel	arkhan_vmp_balefire
1142562288	minor_secondary_dyes_vor_the_vampire_coast_the_blood_swamps	arkhan_vmp_balefire
1142562289	major_secondary_gems_vor_central_spine_of_sotek_chiquibol	arkhan_vmp_balefire
1142562290	major_secondary_gems_vor_jungles_of_green_mist_spektazuma	arkhan_vmp_balefire
1142562291	major_secondary_gems_vor_the_red_rivers_zlatan	arkhan_vmp_balefire
1142562292	minor_secondary_gems_vor_cobra_pass_eye_of_the_panther	arkhan_vmp_balefire
1142562293	minor_secondary_gems_vor_saphery_shadow_peak	arkhan_vmp_balefire
1142562294	major_secondary_gold_vor_culchan_plains_chupayotl	arkhan_vmp_balefire
1142562295	minor_secondary_gold_vor_northern_yvresse_sardenath	arkhan_vmp_balefire
1142562296	minor_secondary_gold_vor_shifting_mangrove_coastline_temple_avenue_of_gold	arkhan_vmp_balefire
1142562297	minor_secondary_gold_vor_southern_spine_of_sotek_thrice-cursed_peak	arkhan_vmp_balefire
1142562298	minor_secondary_gold_vor_the_great_desert_bel_aliad	arkhan_vmp_balefire
1142562299	major_secondary_medicine_vor_jungle_of_pahualaxa_pahuax	arkhan_vmp_balefire
1142562300	minor_secondary_medicine_vor_kingdom_of_beasts_the_cursed_jungle	arkhan_vmp_balefire
1142562301	minor_secondary_medicine_vor_mosquito_swamps_xahutec	arkhan_vmp_balefire
1142562302	minor_secondary_obsidian_vor_deadwood_dargoth	arkhan_vmp_balefire
