slot_template_to_building_superchain_junctions_tables	0
1122560590	wh2_main_special_karak_izor_secondary	arkhan_major_walls
1122560591	wh_main_human_major_secondary_timber	arkhan_major_walls
1122560592	wh2_dlc14_special_the_wolf_lands_crookback_mountain_secondary	arkhan_major_walls
1122560593	wh2_main_special_tor_anroc_secondary	arkhan_major_walls
1122560594	wh2_dlc09_special_ka_sabar_secondary	arkhan_major_walls
1122560595	wh_main_special_karak_kadrin_secondary	arkhan_major_walls
1122560596	wh_main_special_zhufbar_secondary	arkhan_major_walls
1122560597	wh_main_human_major_secondary_iron	arkhan_major_walls
1122560598	wh2_main_special_the_awakening_secondary	arkhan_major_walls
1122560599	wh_main_special_talabheim_secondary	arkhan_major_walls
1122560600	wh2_main_special_mirror_pool_of_tepok_secondary_ritual	arkhan_major_walls
1122560601	wh2_main_special_golden_colossus_secondary_ritual	arkhan_major_walls
1122560602	wh_main_special_castle_drakenhof_secondary	arkhan_major_walls
1122560603	wh2_main_special_axlotl_secondary	arkhan_major_walls
1122560604	wh2_main_human_major_secondary_gems	arkhan_major_walls
1122560605	wh_main_special_eight_peaks_secondary	arkhan_major_walls
1122560606	wh2_main_special_tor_yvresse_secondary	arkhan_major_walls
1122560607	wh_main_special_nuln_secondary	arkhan_major_walls
1122560608	wh2_dlc14_special_vor_land_of_the_dervishes_el-kalabad_secondary	arkhan_major_walls
1122560609	wh2_main_special_castle_drachenfels_secondary	arkhan_major_walls
1122560610	wh_main_special_altdorf_secondary	arkhan_major_walls
1122560611	wh2_main_special_quintex_secondary	arkhan_major_walls
1122560612	wh2_main_special_sartosa_secondary	arkhan_major_walls
1122560613	wh_main_special_massif_orca_secondary	arkhan_major_walls
1122560614	wh2_main_human_major_secondary_animals	arkhan_major_walls
1122560615	wh2_main_special_pyramid_of_nagash_secondary	arkhan_major_walls
1122560616	wh_main_special_karak_azul_secondary	arkhan_major_walls
1122560617	wh2_main_special_marks_of_the_old_ones_secondary_ritual	arkhan_major_walls
1122560618	wh2_dlc14_special_the_broken_teeth_nagashizar_secondary	arkhan_major_walls
1122560619	wh2_main_special_clarak_spire_secondary	arkhan_major_walls
1122560620	wh2_dlc09_special_numas_secondary	arkhan_major_walls
1122560621	wh2_main_special_star_tower_secondary	arkhan_major_walls
1122560622	wh2_main_special_skavenblight_secondary	arkhan_major_walls
1122560623	wh_main_special_praag_secondary	arkhan_major_walls
1122560624	wh2_main_special_tor_surpindar_secondary_ritual	arkhan_major_walls
1122560625	wh2_main_vor_the_capes_citadel_of_dusk_major_secondary_ritual	arkhan_major_walls
1122560626	wh_main_special_karak_hirn_secondary	arkhan_major_walls
1122560627	wh2_main_special_lothern_secondary	arkhan_major_walls
1122560628	wh_main_special_karak_azgal_secondary	arkhan_major_walls
1122560629	wh2_main_human_major_secondary_amber	arkhan_major_walls
1122560630	wh_main_special_miragliano_secondary	arkhan_major_walls
1122560631	wh2_main_special_hef_vauls_anvil_secondary	arkhan_major_walls
1122560632	wh_main_human_major_secondary_dyes	arkhan_major_walls
1122560633	wh2_main_special_hellpit_secondary	arkhan_major_walls
1122560634	wh2_main_special_xlanhuapec_secondary	arkhan_major_walls
1122560635	wh2_main_special_ghrond_secondary	arkhan_major_walls
1122560636	wh_main_special_carcassonne_secondary	arkhan_major_walls
1122560637	wh2_main_special_salzenmund_secondary	arkhan_major_walls
1122560638	wh2_main_special_tor_koruali_secondary	arkhan_major_walls
1122560639	wh_main_special_bordeleux_secondary	arkhan_major_walls
1122560640	wh2_main_special_hef_vauls_anvil_secondary_ritual	arkhan_major_walls
1122560641	wh_main_dwarf_orc_major_secondary_savage	arkhan_major_walls
1122560642	wh_main_human_major_secondary_furs	arkhan_major_walls
1122560643	wh_main_special_couronne_secondary	arkhan_major_walls
1122560644	wh_main_special_karaz_a_karak_secondary	arkhan_major_walls
1122560645	wh_main_special_magritta_secondary	arkhan_major_walls
1122560646	wh2_main_human_major_secondary_obsidian	arkhan_major_walls
1122560647	wh_main_human_major_secondary_wine	arkhan_major_walls
1122560648	wh2_main_special_pyramid_of_nagash_secondary_ritual	arkhan_major_walls
1122560649	wh2_main_special_karak_zorn_secondary	arkhan_major_walls
1122560650	wh2_main_special_zoishenk_secondary	arkhan_major_walls
1122560651	wh2_main_special_yuatek_secondary	arkhan_major_walls
1122560652	wh_main_human_major_secondary_pastures	arkhan_major_walls
1122560653	wh_main_special_marienburg_secondary	arkhan_major_walls
1122560654	wh2_main_special_hexoatl_secondary	arkhan_major_walls
1122560655	wh2_main_special_itza_secondary	arkhan_major_walls
1122560656	wh2_main_special_gaean_vale_secondary	arkhan_major_walls
1122560657	wh2_main_special_naggarond_secondary	arkhan_major_walls
1122560658	wh2_main_special_tor_achare_secondary	arkhan_major_walls
1122560659	wh2_main_special_lahmia_secondary	arkhan_major_walls
1122560660	wh_dlc15_special_plain_of_bones_darkhold_secondary	arkhan_minor_walls
1122560661	wh2_dlc09_special_bhagar_secondary	arkhan_minor_walls
1122560662	wh2_main_special_golden_colossus_secondary_ritual	arkhan_minor_walls
1122560663	wh_main_human_minor_secondary	arkhan_minor_walls
1122560664	wh2_main_human_minor_secondary_gems	arkhan_minor_walls
1122560665	wh2_main_human_minor_secondary_animals	arkhan_minor_walls
1122560666	wh2_main_special_shrine_of_sotek_secondary	arkhan_minor_walls
1122560667	wh2_main_special_the_moot_secondary	arkhan_minor_walls
1122560668	wh2_main_special_caverns_of_sotek_secondary_ritual	arkhan_minor_walls
1122560669	wh2_main_human_minor_secondary_obsidian	arkhan_minor_walls
1122560670	wh2_main_human_minor_secondary_spices	arkhan_minor_walls
1122560671	wh_main_human_minor_secondary_gold	arkhan_minor_walls
1122560672	wh_main_human_minor_secondary_iron	arkhan_minor_walls
1122560673	wh_main_human_minor_secondary_marble	arkhan_minor_walls
1122560674	wh_main_human_minor_secondary_wine	arkhan_minor_walls
1122560675	wh_main_human_minor_secondary_timber	arkhan_minor_walls
1122560676	wh_main_human_minor_secondary_furs	arkhan_minor_walls
1122560677	wh_main_human_minor_secondary_dyes	arkhan_minor_walls
1122560678	wh_main_human_minor_secondary_pastures	arkhan_minor_walls
1122560679	wh_main_human_minor_secondary_salt	arkhan_minor_walls
1122560680	wh_main_human_minor_secondary_pottery	arkhan_minor_walls
1122560681	wh2_main_human_minor_secondary_amber	arkhan_minor_walls
1122560682	wh_main_special_ubersreik_secondary	arkhan_minor_walls
1122560683	wh2_main_special_fallen_gates_secondary	arkhan_minor_walls
1122560684	wh_main_special_luccini_secondary	arkhan_minor_walls
1122560685	wh2_main_special_glittering_tower_secondary	arkhan_minor_walls
1122560686	wh2_main_special_shrine_of_khaine_secondary_ritual	arkhan_minor_walls
1122560687	wh2_main_special_chamber_of_visions_secondary_ritual	arkhan_minor_walls
1122560688	wh2_dlc15_special_grom_peak_secondary	arkhan_minor_walls
1122560689	wh_main_special_karag_dromar_secondary	arkhan_minor_walls
1122560690	wh2_main_special_gor_gazan_secondary	arkhan_minor_walls
1122560691	wh2_dlc14_special_fyrus_secondary_spices	arkhan_minor_walls
1122560692	wh2_main_special_zoishenk_secondary	arkhan_minor_walls
1122560693	wh2_main_special_shrine_of_khaine_secondary	arkhan_minor_walls
1122560694	wh2_main_special_def_vauls_anvil_secondary_ritual	arkhan_minor_walls
1122560695	wh2_main_special_shrine_of_asuryan_secondary	arkhan_minor_walls
1122560696	wh2_main_special_iron_rock_secondary	arkhan_minor_walls
1122560697	wh2_dlc09_special_zandri_secondary	arkhan_minor_walls
1122560698	wh2_main_special_golden_tower_of_the_gods_secondary	arkhan_minor_walls
1122560699	wh2_main_vor_the_great_desert_bel_aliad_secondary_gold_ritual	arkhan_minor_walls
1122560700	wh2_main_vor_the_red_rivers_sun-tree_glades_secondary_ritual	arkhan_minor_walls
1122560701	wh2_dlc09_special_quatar_secondary	arkhan_minor_walls
1122560702	wh2_main_special_altar_of_ultimate_darkness_secondary	arkhan_minor_walls
1122560703	wh2_main_special_marks_of_the_old_ones_secondary_ritual	arkhan_minor_walls
1122560704	wh2_main_vor_special_karak_orrud_secondary	arkhan_minor_walls
1122560705	wh2_main_special_golden_tower_of_the_gods_secondary_ritual	arkhan_minor_walls
1122560706	wh2_main_special_def_vauls_anvil_secondary	arkhan_minor_walls
1122560707	wh2_main_special_chamber_of_visions_secondary	arkhan_minor_walls
1122560708	wh2_main_special_quetza_secondary	arkhan_minor_walls
1122560709	wh2_main_special_ziggurat_of_dawn_secondary	arkhan_minor_walls
1122560710	wh2_main_special_axlotl_minor_secondary	arkhan_minor_walls
1122560711	wh2_main_special_oyxl_minor_secondary	arkhan_minor_walls
1122560712	wh2_main_human_minor_secondary_beer	arkhan_minor_walls
1122560713	wh_main_dwarf_orc_minor_secondary_savage	arkhan_minor_walls
1122560714	wh_main_special_carroburg_secondary	arkhan_minor_walls
1122560715	wh2_dlc14_special_fyrus_secondary	arkhan_minor_walls
1122560716	wh2_main_vor_land_of_assassins_sorcerers_islands_secondary_ritual	arkhan_minor_walls
1122560717	wh_main_special_tobaro_secondary	arkhan_minor_walls
1122560718	wh2_main_special_mordheim_secondary	arkhan_minor_walls
1122560719	wh2_main_vor_sea_of_dread_tower_of_the_sun_secondary_ritual	arkhan_minor_walls
1122560720	wh2_main_special_skeggi_secondary_minor	arkhan_minor_walls
1122560721	wh2_main_vor_copper_desert_the_dust_gate_minor_secondary_ritual	arkhan_minor_walls
1122560722	wh_main_special_sjoktraken_secondary	arkhan_minor_walls
1122560723	wh2_dlc14_special_gnoblar_country_pigbarter_secondary	arkhan_minor_walls
1122560724	wh2_main_human_minor_secondary_medicine	arkhan_minor_walls
1122560725	wh2_main_special_brass_keep_secondary	arkhan_minor_walls
1122560726	wh2_dlc15_special_mount_arachnos_secondary	arkhan_minor_walls
1122560727	wh2_main_special_mousillon_secondary	arkhan_minor_walls
1122560728	wh2_main_special_salzenmund_secondary	arkhan_vmp_halls_dead
1122560729	wh2_main_special_altar_of_ultimate_darkness_secondary_major	arkhan_vmp_halls_dead
1122560730	wh_main_special_middenheim_secondary	arkhan_vmp_halls_dead
1122560731	wh2_main_special_karond_kar_secondary	arkhan_vmp_halls_dead
1122560732	wh2_dlc16_witchwood_secondary	arkhan_vmp_halls_dead
1122560733	wh_main_human_major_secondary_pastures	arkhan_vmp_halls_dead
1122560734	wh_main_special_black_crag_secondary	arkhan_vmp_halls_dead
1122560735	wh2_main_special_pyramid_of_nagash_secondary	arkhan_vmp_halls_dead
1122560736	wh2_main_special_skeggi_secondary_major	arkhan_vmp_halls_dead
1122560737	wh2_main_special_tower_of_hoeth_secondary	arkhan_vmp_halls_dead
1122560738	wh_main_special_kislev_secondary	arkhan_vmp_halls_dead
1122560739	wh2_main_human_major_secondary_beer	arkhan_vmp_halls_dead
1122560740	wh_dlc05_elf_major_secondary_oak_of_ages	arkhan_vmp_halls_dead
1122560741	wh2_main_special_hef_vauls_anvil_secondary_ritual	arkhan_vmp_halls_dead
1122560742	wh2_main_special_hef_vauls_anvil_secondary	arkhan_vmp_halls_dead
1122560743	wh2_main_special_axlotl_secondary	arkhan_vmp_halls_dead
1122560744	wh_main_special_eight_peaks_secondary	arkhan_vmp_halls_dead
1122560745	wh_main_special_altdorf_secondary	arkhan_vmp_halls_dead
1122560746	wh_main_special_vauls_anvil_secondary	arkhan_vmp_halls_dead
1122560747	wh_main_special_zhufbar_secondary	arkhan_vmp_halls_dead
1122560748	wh_main_special_couronne_secondary	arkhan_vmp_halls_dead
1122560749	wh2_main_special_star_tower_secondary	arkhan_vmp_halls_dead
1122560750	wh2_main_human_major_secondary_animals	arkhan_vmp_halls_dead
1122560751	wh2_main_human_major_secondary_obsidian	arkhan_vmp_halls_dead
1122560752	wh2_dlc14_special_gnoblar_country_flayed_rock_secondary	arkhan_vmp_halls_dead
1122560753	wh2_dlc15_special_morgheim_secondary	arkhan_vmp_halls_dead
1122560754	wh2_main_special_tor_anlec_secondary	arkhan_vmp_halls_dead
1122560755	wh2_main_special_karak_izor_secondary	arkhan_vmp_halls_dead
1122560756	wh2_dlc09_special_numas_secondary	arkhan_vmp_halls_dead
1122560757	wh_main_special_konquata_secondary	arkhan_vmp_halls_dead
1122560758	wh2_dlc14_special_vor_land_of_the_dervishes_el-kalabad_secondary	arkhan_vmp_halls_dead
1122560759	wh2_main_special_castle_drachenfels_secondary	arkhan_vmp_halls_dead
1122560760	wh2_dlc09_special_black_tower_of_arkhan_secondary	arkhan_vmp_halls_dead
1122560761	wh_dlc05_elf_major_secondary_oak_of_ages	arkhan_vmp_halls_dead
1122560762	wh2_main_vor_the_capes_citadel_of_dusk_major_secondary_ritual	arkhan_vmp_halls_dead
1122560763	wh_main_human_major_secondary_pottery	arkhan_vmp_halls_dead
1122560764	wh_main_special_karak_kadrin_secondary	arkhan_vmp_halls_dead
1122560765	wh_main_dwarf_orc_major_secondary_savage	arkhan_vmp_halls_dead
1122560766	wh_main_human_major_secondary_furs	arkhan_vmp_halls_dead
1122560767	wh_main_special_karak_azul_secondary	arkhan_vmp_halls_dead
1122560768	wh_main_human_major_secondary_salt	arkhan_vmp_halls_dead
1122560769	wh2_main_special_har_ganeth_secondary	arkhan_vmp_halls_dead
1122560770	wh_main_human_major_secondary_dyes	arkhan_vmp_halls_dead
1122560771	wh_main_human_major_secondary_timber	arkhan_vmp_halls_dead
1122560772	wh2_main_special_pyramid_of_nagash_secondary_ritual	arkhan_vmp_halls_dead
1122560773	wh2_main_human_major_secondary_medicine	arkhan_vmp_halls_dead
1122560774	wh_main_special_praag_secondary	arkhan_vmp_halls_dead
1122560775	wh_main_special_bordeleux_secondary	arkhan_vmp_halls_dead
1122560776	wh_main_human_major_secondary_wine	arkhan_vmp_halls_dead
1122560777	wh2_main_special_xlanhuapec_secondary	arkhan_vmp_halls_dead
1122560778	wh_main_special_talabheim_secondary	arkhan_vmp_halls_dead
1122560779	wh_main_special_yn_edryl_korian_secondary	arkhan_vmp_halls_dead
1122560780	wh2_main_special_tor_anroc_secondary	arkhan_vmp_halls_dead
1122560781	wh2_main_special_lahmia_secondary	arkhan_vmp_halls_dead
1122560782	wh_main_special_karak_hirn_secondary	arkhan_vmp_halls_dead
1122560783	wh_main_special_waterfall_palace_secondary	arkhan_vmp_halls_dead
1122560784	wh2_main_oreons_camp_secondary	arkhan_vmp_halls_dead
1122560785	wh_main_special_karaz_a_karak_secondary	arkhan_vmp_halls_dead
1122560786	wh2_main_special_karag_orrud_secondary	arkhan_vmp_halls_dead
1122560787	wh2_main_special_clarak_spire_secondary	arkhan_vmp_halls_dead
1122560788	wh2_main_special_tor_surpindar_secondary_ritual	arkhan_vmp_halls_dead
1122560789	wh2_main_special_sartosa_secondary	arkhan_vmp_halls_dead
1122560790	wh2_main_special_galleons_graveyard_secondary	arkhan_vmp_halls_dead
1122560791	wh2_main_special_oyxl_secondary	arkhan_vmp_halls_dead
1122560792	wh_main_special_pfeildorf_secondary	arkhan_vmp_halls_dead
1122560793	wh_main_norsca_major_secondary_marble	arkhan_vmp_halls_dead
1122560794	wh2_main_special_ghrond_secondary_ritual	arkhan_vmp_halls_dead
1122560795	wh2_dlc14_special_the_broken_teeth_nagashizar_secondary	arkhan_vmp_halls_dead
1122560796	wh2_main_special_laurelorn_forest_secondary	arkhan_vmp_halls_dead
1122560797	wh_main_human_major_secondary_marble	arkhan_vmp_halls_dead
1122560798	wh2_dlc09_special_ka_sabar_secondary	arkhan_vmp_halls_dead
1122560799	wh2_main_special_ghrond_secondary	arkhan_vmp_halls_dead
1122560800	wh2_main_special_tlaxtlan_secondary_ritual	arkhan_vmp_halls_dead
1122560801	wh_main_special_crag_halls_secondary	arkhan_vmp_halls_dead
1122560802	wh_main_human_major_secondary_iron	arkhan_vmp_halls_dead
1122560803	wh2_dlc14_special_the_wolf_lands_crookback_mountain_secondary	arkhan_vmp_halls_dead
1122560804	wh_main_special_erengrad_secondary	arkhan_vmp_halls_dead
1122560805	wh2_main_special_gaean_vale_secondary	arkhan_vmp_halls_dead
1122560806	wh2_main_special_kraka_drak_secondary	arkhan_vmp_halls_dead
1122560807	wh2_main_special_itza_secondary	arkhan_vmp_halls_dead
1122560808	wh2_main_special_altar_of_the_horned_rat_secondary_ritual	arkhan_vmp_halls_dead
1122560809	wh_main_special_karak_norn_secondary	arkhan_vmp_halls_dead
1122560810	wh2_dlc16_forest_of_gloom_secondary	arkhan_vmp_halls_dead
1122560811	wh2_main_special_tor_koruali_secondary	arkhan_vmp_halls_dead
1122560812	wh_main_special_castle_drakenhof_secondary	arkhan_vmp_halls_dead
1122560813	wh2_main_human_major_secondary_amber	arkhan_vmp_halls_dead
1122560814	wh_main_norsca_major_secondary	arkhan_vmp_halls_dead
1122560815	wh_main_special_nuln_secondary	arkhan_vmp_halls_dead
1122560816	wh2_main_special_quintex_secondary	arkhan_vmp_halls_dead
1122560817	wh_main_special_karak_ungor_secondary	arkhan_vmp_halls_dead
1122560818	wh2_main_special_galbaraz_secondary	arkhan_vmp_halls_dead
1122560819	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual	arkhan_vmp_halls_dead
1122560820	wh_main_special_magritta_secondary	arkhan_vmp_halls_dead
1122560821	wh2_main_special_clar_karond_secondary	arkhan_vmp_halls_dead
1122560822	wh_main_special_carcassonne_secondary	arkhan_vmp_halls_dead
1122560823	wh2_main_special_hexoatl_secondary	arkhan_vmp_halls_dead
1122560824	wh2_main_special_the_awakening_secondary	arkhan_vmp_halls_dead
1122560825	wh2_dlc16_gryphon_wood_secondary	arkhan_vmp_halls_dead
1122560826	wh2_main_special_skavenblight_secondary	arkhan_vmp_halls_dead
1122560827	wh2_main_human_major_secondary_spices	arkhan_vmp_halls_dead
1122560828	wh_main_norsca_major_secondary_obsidian	arkhan_vmp_halls_dead
1122560829	wh2_main_special_naggarond_secondary	arkhan_vmp_halls_dead
1122560830	wh2_main_special_hag_graef_secondary	arkhan_vmp_halls_dead
1122560831	wh2_main_special_mirror_pool_of_tepok_secondary_ritual	arkhan_vmp_halls_dead
1122560832	wh2_dlc10_special_gaean_vale_secondary	arkhan_vmp_halls_dead
1122560833	wh2_main_special_lothern_secondary	arkhan_vmp_halls_dead
1122560834	wh2_main_special_tor_yvresse_secondary	arkhan_vmp_halls_dead
1122560835	wh_main_norsca_major_secondary_iron	arkhan_vmp_halls_dead
1122560836	wh2_main_special_hellpit_secondary	arkhan_vmp_halls_dead
1122560837	wh_main_special_marienburg_secondary	arkhan_vmp_halls_dead
1122560838	wh_main_special_mount_gunbad_secondary	arkhan_vmp_halls_dead
1122560839	wh2_dlc16_sacred_pools_secondary	arkhan_vmp_halls_dead
1122560840	wh_main_special_karak_azgal_secondary	arkhan_vmp_halls_dead
1122560841	wh2_main_special_khemri_secondary	arkhan_vmp_halls_dead
1122560842	wh_main_human_major_secondary_gold	arkhan_vmp_halls_dead
1122560843	wh_main_human_major_secondary	arkhan_vmp_halls_dead
1122560844	wh_main_special_miragliano_secondary	arkhan_vmp_halls_dead
1122560845	wh_main_special_massif_orca_secondary	arkhan_vmp_halls_dead
1122560846	wh2_main_vor_special_albion_secondary	arkhan_vmp_halls_dead
1122560847	wh_main_special_karak_kadrin_2_secondary	arkhan_vmp_halls_dead
1122560848	wh2_main_special_parravon_secondary	arkhan_vmp_halls_dead
1122560849	wh2_main_special_tor_achare_secondary	arkhan_vmp_halls_dead
1122560850	wh2_main_special_tor_elyr_secondary	arkhan_vmp_halls_dead
1122560851	wh2_main_special_yuatek_secondary	arkhan_vmp_halls_dead
1122560852	wh2_main_special_karak_zorn_secondary	arkhan_vmp_halls_dead
1122560853	wh2_main_human_major_secondary_gems	arkhan_vmp_halls_dead
1122560854	wh2_main_special_tlaxtlan_secondary	arkhan_vmp_halls_dead
1122561050	wh_main_special_karaz_a_karak_secondary	arkhan_vmp_great_necropolis
1122561051	wh2_main_special_tor_surpindar_secondary_ritual	arkhan_vmp_great_necropolis
1122561052	wh2_main_special_axlotl_secondary	arkhan_vmp_great_necropolis
1122561053	wh2_main_special_tower_of_hoeth_secondary	arkhan_vmp_great_necropolis
1122561054	wh2_main_special_itza_secondary	arkhan_vmp_great_necropolis
1122561055	wh_main_special_waterfall_palace_secondary	arkhan_vmp_great_necropolis
1122561056	wh2_main_special_salzenmund_secondary	arkhan_vmp_great_necropolis
1122561057	wh_main_human_major_secondary_gold	arkhan_vmp_great_necropolis
1122561058	wh2_main_vor_the_capes_citadel_of_dusk_major_secondary_ritual	arkhan_vmp_great_necropolis
1122561059	wh_main_special_pfeildorf_secondary	arkhan_vmp_great_necropolis
1122561060	wh2_dlc14_special_the_wolf_lands_crookback_mountain_secondary	arkhan_vmp_great_necropolis
1122561061	wh2_main_special_altar_of_the_horned_rat_secondary_ritual	arkhan_vmp_great_necropolis
1122561062	wh2_main_human_major_secondary_animals	arkhan_vmp_great_necropolis
1122561063	wh2_main_special_lahmia_secondary	arkhan_vmp_great_necropolis
1122561064	wh_main_human_major_secondary_iron	arkhan_vmp_great_necropolis
1122561065	wh_main_human_major_secondary_wine	arkhan_vmp_great_necropolis
1122561066	wh2_main_special_golden_colossus_secondary_ritual	arkhan_vmp_great_necropolis
1122561067	wh2_main_special_karak_zorn_secondary	arkhan_vmp_great_necropolis
1122561068	wh2_main_special_lothern_secondary	arkhan_vmp_great_necropolis
1122561069	wh2_main_special_hef_vauls_anvil_secondary	arkhan_vmp_great_necropolis
1122561070	wh2_main_special_galbaraz_secondary	arkhan_vmp_great_necropolis
1122561071	wh2_main_special_skavenblight_secondary	arkhan_vmp_great_necropolis
1122561072	wh_main_special_mount_gunbad_secondary	arkhan_vmp_great_necropolis
1122561073	wh2_main_special_tlaxtlan_secondary	arkhan_vmp_great_necropolis
1122561074	wh2_dlc09_special_numas_secondary	arkhan_vmp_great_necropolis
1122561075	wh2_main_special_xlanhuapec_secondary	arkhan_vmp_great_necropolis
1122561076	wh_main_dwarf_orc_major_secondary_savage	arkhan_vmp_great_necropolis
1122561077	wh2_main_special_star_tower_secondary	arkhan_vmp_great_necropolis
1122561078	wh_main_special_karak_ungor_secondary	arkhan_vmp_great_necropolis
1122561079	wh_main_human_major_secondary_furs	arkhan_vmp_great_necropolis
1122561080	wh2_dlc14_special_gnoblar_country_flayed_rock_secondary	arkhan_vmp_great_necropolis
1122561081	wh2_main_special_oyxl_secondary	arkhan_vmp_great_necropolis
1122561082	wh2_main_human_major_secondary_spices	arkhan_vmp_great_necropolis
1122561083	wh2_main_special_ghrond_secondary_ritual	arkhan_vmp_great_necropolis
1122561084	wh2_main_special_tlaxtlan_secondary_ritual	arkhan_vmp_great_necropolis
1122561085	wh_main_special_crag_halls_secondary	arkhan_vmp_great_necropolis
1122561086	wh2_main_special_har_ganeth_secondary	arkhan_vmp_great_necropolis
1122561087	wh2_main_special_yuatek_secondary	arkhan_vmp_great_necropolis
1122561088	wh_main_special_karak_norn_secondary	arkhan_vmp_great_necropolis
1122561089	wh_main_special_vauls_anvil_secondary	arkhan_vmp_great_necropolis
1122561090	wh2_main_vor_special_albion_secondary	arkhan_vmp_great_necropolis
1122561091	wh2_main_special_ghrond_secondary	arkhan_vmp_great_necropolis
1122561092	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual	arkhan_vmp_great_necropolis
1122561093	wh2_main_special_karond_kar_secondary	arkhan_vmp_great_necropolis
1122561094	wh_main_special_couronne_secondary	arkhan_vmp_great_necropolis
1122561095	wh2_main_special_tor_anroc_secondary	arkhan_vmp_great_necropolis
1122561096	wh_main_human_major_secondary_salt	arkhan_vmp_great_necropolis
1122561097	wh2_dlc14_special_vor_land_of_the_dervishes_el-kalabad_secondary	arkhan_vmp_great_necropolis
1122561098	wh2_main_special_laurelorn_forest_secondary	arkhan_vmp_great_necropolis
1122561099	wh_main_special_miragliano_secondary	arkhan_vmp_great_necropolis
1122561100	wh2_dlc16_forest_of_gloom_secondary	arkhan_vmp_great_necropolis
1122561101	wh2_main_special_tor_elyr_secondary	arkhan_vmp_great_necropolis
1122561102	wh2_dlc16_gryphon_wood_secondary	arkhan_vmp_great_necropolis
1122561103	wh_main_human_major_secondary_dyes	arkhan_vmp_great_necropolis
1122561104	wh_main_special_nuln_secondary	arkhan_vmp_great_necropolis
1122561105	wh2_main_human_major_secondary_obsidian	arkhan_vmp_great_necropolis
1122561106	wh2_main_human_major_secondary_gems	arkhan_vmp_great_necropolis
1122561107	wh2_main_human_major_secondary_beer	arkhan_vmp_great_necropolis
1122561108	wh_main_special_kislev_secondary	arkhan_vmp_great_necropolis
1122561109	wh2_main_special_clarak_spire_secondary	arkhan_vmp_great_necropolis
1122561110	wh_main_special_erengrad_secondary	arkhan_vmp_great_necropolis
1122561111	wh2_main_oreons_camp_secondary	arkhan_vmp_great_necropolis
1122561112	wh2_dlc14_special_the_broken_teeth_nagashizar_secondary	arkhan_vmp_great_necropolis
1122561113	wh_main_special_yn_edryl_korian_secondary	arkhan_vmp_great_necropolis
1122561114	wh2_main_special_clar_karond_secondary	arkhan_vmp_great_necropolis
