key	category	class	short_description_text	historical_description_text	campaign_action_points	man_entity	man_animation	num_mounts	mount	num_animals	animal	spacing	rank_depth	morale	bonus_hit_points	armour	shield	primary_missile_weapon	accuracy	primary_ammo	primary_melee_weapon	melee_attack	charge_bonus	melee_defence	dismounted_melee_attack	dismounted_charge_bonus	strengths_&_weaknesses_text	supports_first_person	training_level	num_engines	officers	engine	articulated_record	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	capture_power	secondary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
xereus_tmb_inf_cairn_wraith	inf_melee	inf_mel	wh_main_unit_short_text_vmp_cairn_wraiths	wh_main_unit_long_text_vmp_cairn_wraiths	2100	wh_main_vmp_inf_wraith	gh1_cairn_wraith	0		0		wh_main_infantry_large	4	40	74	wh_main_body_0	none		10	0	wh_main_vmp_scythe_cairnwraith	28	20	26	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_fear_terror_hideforest_strider_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	ethereal	10.0	0	0	0	75	0	0	melee	false	false	false	true
xereus_tmb_mon_rotting_leviathan	war_beast	inf_mel	wh2_dlc11_unit_short_text_cst_mon_rotting_leviathan	wh2_dlc11_unit_long_text_cst_mon_rotting_leviathan	2100	wh2_dlc11_cst_mon_rotting_leviathan_blood	hu1_cst_zombie_cr1_leviathon_wb_rifle	1	wh2_dlc11_cst_mnt_rotting_leviathan	0		wh_main_monster	1	55	9846	wh2_main_bone_150	none		10	200	wh2_dlc11_cst_rotting_leviathan_claws	52	24	42	64	22	placeholder	false	trained	0	wh2_dlc11_cst_mon_rotting_leviathan_zombie_riders			true	40.0	1500.0	0.0	wh_fear_terror_undead_chargeReflector	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	aquatic_large	10.0	15	0	0	0	0	0	melee_gatecrusher	false	false	false	false
xereus_tmb_inf_grave_guard_halberd	inf_melee	inf_mel	wh_main_unit_short_text_vmp_grave_guards	wh_main_unit_long_text_vmp_grave_guard	2100	wh_main_infantry_slow_dismembers	hu1_settra_2handed_halberd	0		0		wh_main_infantry	6	50	74	wh2_main_plate_90	none		10	0	wh_main_emp_halberd	22	8	42	35	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflector_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	melee	false	false	false	true
xereus_tmb_veh_mortis_engine	war_machine	chariot	wh_dlc04_unit_short_text_vmp_mortis_engine	wh_dlc04_unit_long_text_vmp_mortis_engine	2100	wh_main_infantry_standard	hu1_empire_hr1_warhorse_lance_sword_shield	0		0		wh_main_chariot	1	60	7084	wh2_main_heavy_metal_40	none		10	0	wh_dlc04_vmp_mortis_engine	30	12	13	50	9	placeholder	false	trained	1	steve_mortis_engine_officer	wh_dlc04_vmp_veh_mortis_engine		true	40.0	1500.0	0.0	wh2_dlc15_fear_terror_strider_undead	60	80	0	false	vo_sel_vampire_mortis_engine	vo_sel_generic	vo_sel_generic	1.0	large	8.0	0	0	0	0	0	0	melee_cav	false	false	false	false
wh2_dlc09_tmb_cav_hexwraiths	cavalry	cav_mel	wh_main_unit_short_text_vmp_hexwraiths	wh_main_unit_long_text_vmp_hexwraiths	2100	wh_main_cavalry_rider_standard_ethereal	hu1_vampire_counts_hr1_warhorse_scythe	60	wh_main_vmp_mnt_skeletal_steed_hexwraiths	0		wh_main_cavalry_very_chaotic	5	40	80	wh_main_body_0	none		10	0	wh_main_vmp_scythe_hexwraith	26	34	23	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_fear_terror_vanguard_hideforest_strider_undead	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	ethereal	8.0	0	0	0	75	0	0	melee_flanker	false	false	false	false
steve_ark_tmb_liche_priest_vampire	inf_melee	com	wh2_dlc09_tmb_cha_liche_priest	wh2_dlc09_tmb_cha_liche_priest	2100	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	hu1_pr8_amethyst_staff_and_sword	0		0		wh_main_infantry	1	60	3512	wh2_main_bone_30	none		10	0	wh2_dlc09_tmb_staff_hero	25	10	30	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	small	10.0	0	0	0	0	15	0	mage_highvalue	false	false	false	true
steve_ark_tmb_liche_priest_vampire_1	cavalry	com	wh2_dlc09_tmb_cha_master_necromancer	wh2_dlc09_tmb_cha_liche_priest	2100	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	hu1_empire_hr1_warhorse_staff_and_sword	1	wh2_dlc09_tmb_mnt_tomb_steed_hero	0		wh_main_monstrous_cavalry	1	60	3932	wh2_main_bone_30	none		10	0	wh2_dlc09_tmb_staff_hero	25	30	30	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	large	0.0	0	0	0	0	15	0	mage_highvalue	false	false	false	false
xereus_tmb_inf_zmb_gunner_mob	inf_ranged	inf_mis	wh2_dlc11_unit_short_text_cst_inf_zombie_gunnery_mob	wh2_dlc11_unit_long_text_cst_inf_zombie_gunnery_mob	2100	wh2_dlc11_infantry_zombie_blood	hu1_cst_zombie_cutlass_and_pistol	0		0		wh2_main_inf_chaotic_formation_tight	6	30	50	wh_main_body_0	none	wh2_dlc11_cst_pistol	10	22	wh2_dlc11_cst_short_sword	7	3	9	0	0	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_undead_mountedFireMove	60	80	10	false	vo_sel_zombiemob_gunnerymob	vo_sel_melee	vo_sel_culture	1.0	aquatic_small	10.0	0	0	0	0	0	0	ranged_direct_no_skirmish	true	false	false	true
xereus_tmb_inf_zmb_handgunner_mob	inf_ranged	inf_mis	wh2_dlc11_unit_short_text_cst_inf_zombie_gunnery_mob_rifles	wh2_dlc11_unit_long_text_cst_inf_zombie_gunnery_mob	2100	wh2_dlc11_infantry_zombie_blood	hu1_cst_zombie_rifle	0		0		wh2_main_inf_chaotic_formation_tight	2	30	50	wh_main_body_0	none	wh2_dlc11_cst_rifle	10	22	wh2_dlc11_cst_short_sword	7	3	9	0	0	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_undead	60	80	10	false	vo_sel_zombiemob_gunnerymob	vo_sel_culture	vo_sel_culture	1.0	aquatic_small	10.0	0	0	0	0	0	0	ranged_direct_no_skirmish	true	false	false	true
xereus_tmb_mon_prometheans_gunnery_mob	war_beast	inf_mis	wh2_dlc11_unit_short_text_cst_mon_rotting_prometheans_gunnery_mob	wh2_dlc11_unit_long_text_cst_mon_rotting_prometheans	2100	wh2_dlc11_cst_mon_rotting_promethean_blood	hu1_cst_gunnery_cr1_promethean_wb_rifle	12	wh2_dlc11_cst_mnt_rotting_promethean	0		wh2_dlc11_cst_rotting_prometheans	2	44	652	wh2_main_body_120	none		10	45	wh2_dlc11_cst_claws_promethians	38	22	48	9	1	placeholder	false	trained	0	wh2_dlc11_cst_mon_rotting_promethean_zombie_riders			true	40.0	1500.0	0.0	wh_fear_hideForest_undead_chargeReflectorVsL	60	80	10	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	aquatic_large	10.0	0	0	0	0	0	0	ranged_no_skirmish_gatecrusher	false	false	false	false
xereus_tmb_inf_nagashizzar_guard	inf_melee	inf_mel	xereus_tmb_inf_nagashizzar_guard	wh_main_unit_long_text_vmp_grave_guard	2100	wh_main_infantry_slow_dismembers	hu1_tomb_sword_and_shield	0		0		wh_main_infantry	6	60	74	wh2_main_plate_90	wh_missile_block_55_wood		10	0	wh_main_vmp_wightblade_grave_guard	33	8	45	35	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	20	0	20	0	melee	false	false	false	true
xereus_tmb_inf_skeleton_spearmen	inf_melee	inf_spr	wh2_dlc09_tmb_inf_skeleton_spearmen	wh2_dlc09_tmb_inf_skeleton_spearmen	2100	wh2_dlc09_tmb_skeleton	hu1_tomb_skeleton_spear_and_shield	0		0		wh_main_infantry	8	30	53	wh2_main_bone_10	wh_missile_block_55_metal		10	0	wh2_dlc09_tmb_spear	14	3	30	20	0	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	melee	false	false	false	true
xereus_tmb_inf_skeleton_warriors	inf_melee	inf_mel	wh2_dlc09_tmb_inf_skeleton_warriors	wh2_dlc09_tmb_inf_skeleton_warriors	2100	wh2_dlc09_tmb_skeleton	hu1_tomb_skeleton_sword_and_shield	0		0		wh_main_infantry	6	30	53	wh2_main_bone_10	wh_missile_block_55_wood		10	0	wh2_dlc09_tmb_sword	18	5	22	20	0	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	melee	false	false	false	true
xereus_tmb_inf_skeleton_archers	inf_ranged	inf_mis	wh2_dlc09_tmb_inf_skeleton_archers	wh2_dlc09_tmb_inf_skeleton_archers	2100	wh2_dlc09_tmb_skeleton_missile	hu1_tomb_skeleton_sword_and_bow	0		0		wh_main_infantry_ranged	4	30	49	wh2_main_bone_10	none	steve_ark_archer_bow	10	22	wh2_dlc09_tmb_sword_short	10	3	14	7	1	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_undead	60	80	10	false	vo_sel_bretonnian_peasant_bowmen	vo_sel_missile	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	ranged	true	false	false	true
xereus_tmb_mon_zombie_dragon	inf_melee	inf_mel	xereus_tmb_mon_zombie_dragon	wh2_main_unit_long_text_def_mon_black_dragon	2100	wh_main_flying_terrorgheist_blood	dr1_dragon	0		0		wh_main_monster	1	80	7428	wh2_main_body_70	none		10	0	wh_main_vmp_hero_zombie_dragon	44	40	46	33	20	placeholder	false	elite	0	A_blank_record			true	40.0	1500.0	0.0	wh_fear_terror_undead	60	80	10	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	large	0.0	0	0	0	10	25	0	flying_melee_flanker_shock_highvalue	false	false	false	false
xereus_tmb_mon_ushabti	inf_melee	inf_mel	wh2_dlc09_tmb_mon_ushabti	wh2_dlc09_tmb_mon_ushabti	2100	wh2_dlc09_tmb_mon_ushabti	hu6e_ushabti_dual_swords	0		0		wh_main_monstrous_trolls	3	44	500	wh2_dlc10_bone_90	none		10	0	wh2_dlc09_dual_swords_ushabti	23	18	35	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh2_construct_fear_hideForest	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	large	10.0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
xereus_tmb_mon_ushabti_great	inf_ranged	inf_mis	wh2_dlc09_tmb_mon_ushabti_bow	wh2_dlc09_tmb_mon_ushabti	2100	wh2_dlc09_tmb_mon_ushabti	hu6e_ushabti_sword_and_bow	0		0		wh_main_monstrous_trolls	2	40	500	wh2_dlc10_bone_90	none	wh2_dlc09_tmb_bow_ushabti	10	21	wh2_dlc09_sword_ushabti	23	18	35	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh2_construct_fear_hideForest	60	80	10	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	large	10.0	0	0	0	0	0	0	ranged	true	false	false	true
xereus_tmb_inf_tomb_guard	inf_melee	inf_mel	wh2_dlc09_tmb_inf_tomb_guard	wh2_dlc09_tmb_inf_tomb_guard	2100	wh2_dlc09_tmb_skeleton_heavy	hu1_tomb_sword_and_shield	0		0		wh_main_infantry	6	60	74	wh2_main_bone_50	wh_missile_block_55_wood		10	0	wh2_dlc09_tmb_sword_tomb_guard	32	8	41	35	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	melee	false	false	false	true
xereus_tmb_inf_tomb_guard_halberd	inf_melee	inf_mel	wh2_dlc09_tmb_inf_tomb_guard_great	wh2_dlc09_tmb_inf_tomb_guard	2100	wh2_dlc09_tmb_skeleton_heavy	hu1_tomb_halberd_and_shield	0		0		wh_main_infantry_2handed	8	60	74	wh2_main_bone_50	wh_missile_block_55_wood		10	0	wh2_dlc09_tmb_halberd	25	5	47	35	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	melee	false	false	false	true
xereus_tmb_art_screaming_skull_catapult	artillery	art_fld	wh2_dlc09_tmb_art_screaming_skull_catapult	wh2_dlc09_tmb_art_screaming_skull_catapult	2100	wh2_dlc16_tmb_skeleton_crew	hu1_tomb_skeleton_sword	0		0		wh_main_artillery	5	40	48	wh2_main_bone_20	none		10	22	wh2_dlc09_tmb_sword_short	10	5	6	10	2	placeholder	true	trained	4	A_blank_record	wh2_dlc09_tmb_art_screaming_skull_catapult		true	40.0	1500.0	0.0	wh2_cantRun_fear_undead	60	80	10	false	vo_sel_bretonnian_field_trebuchet	vo_sel_artillery	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	ranged_indirect_arty	false	false	false	false
